PAC,SHO,PAS,DRI,DEF,PHY,DIV,HAN,KIC,REF,SPE,POS,WF,Skill,Position,Rtg,Rarity
81.0,67.0,78.0,79.0,73.0,74.0,,,,,,,3,3,Midfielder,81,Gold
89.0,70.0,72.0,84.0,37.0,59.0,,,,,,,4,4,Attacker,81,Gold
83.0,65.0,77.0,79.0,75.0,88.0,,,,,,,3,3,Defender,81,Gold
69.0,53.0,73.0,72.0,81.0,76.0,,,,,,,3,3,Defender,81,Gold
80.0,54.0,77.0,77.0,77.0,77.0,,,,,,,3,3,Defender,81,Gold
76.0,52.0,74.0,78.0,77.0,75.0,,,,,,,3,3,Defender,81,Gold
68.0,85.0,64.0,76.0,39.0,73.0,,,,,,,3,4,Attacker,81,Gold
68.0,85.0,64.0,76.0,39.0,73.0,,,,,,,3,4,Attacker,81,Gold
70.0,43.0,67.0,64.0,82.0,80.0,,,,,,,3,2,Defender,81,Gold
67.0,83.0,74.0,74.0,43.0,83.0,,,,,,,3,3,Attacker,81,Gold
96.0,67.0,69.0,82.0,76.0,76.0,,,,,,,4,4,Defender,81,Gold
81.0,77.0,76.0,79.0,77.0,73.0,,,,,,,3,4,Defender,81,Gold
72.0,74.0,78.0,80.0,77.0,79.0,,,,,,,3,3,Midfielder,81,Gold
68.0,49.0,58.0,63.0,82.0,76.0,,,,,,,3,2,Defender,80,Gold
62.0,36.0,64.0,65.0,80.0,83.0,,,,,,,4,2,Defender,80,Gold
67.0,80.0,67.0,74.0,40.0,82.0,,,,,,,4,4,Attacker,80,Gold
67.0,80.0,67.0,74.0,40.0,82.0,,,,,,,4,4,Attacker,80,Gold
43.0,57.0,76.0,70.0,75.0,85.0,,,,,,,4,3,Midfielder,80,Gold
95.0,69.0,71.0,86.0,29.0,66.0,,,,,,,4,5,Attacker,80,Gold
85.0,73.0,78.0,80.0,45.0,57.0,,,,,,,4,4,Midfielder,80,Gold
72.0,50.0,72.0,73.0,81.0,77.0,,,,,,,4,3,Defender,80,Gold
61.0,73.0,76.0,80.0,75.0,63.0,,,,,,,4,3,Midfielder,80,Gold
92.0,67.0,73.0,77.0,74.0,77.0,,,,,,,3,3,Defender,80,Gold
74.0,66.0,80.0,87.0,69.0,74.0,,,,,,,3,4,Midfielder,80,Gold
80.0,63.0,70.0,75.0,73.0,80.0,,,,,,,3,3,Defender,80,Gold
61.0,55.0,64.0,56.0,81.0,75.0,,,,,,,3,2,Defender,80,Gold
78.0,55.0,73.0,74.0,78.0,76.0,,,,,,,3,3,Defender,80,Gold
76.0,60.0,73.0,76.0,77.0,77.0,,,,,,,3,3,Defender,80,Gold
80.0,77.0,78.0,86.0,27.0,56.0,,,,,,,4,4,Midfielder,80,Gold
82.0,71.0,72.0,81.0,75.0,69.0,,,,,,,3,4,Defender,80,Gold
81.0,78.0,77.0,79.0,41.0,70.0,,,,,,,4,4,Attacker,80,Gold
81.0,78.0,77.0,79.0,41.0,70.0,,,,,,,4,4,Attacker,80,Gold
46.0,83.0,81.0,78.0,72.0,83.0,,,,,,,3,3,Attacker,80,Gold
79.0,72.0,81.0,83.0,70.0,60.0,,,,,,,5,4,Midfielder,80,Gold
61.0,70.0,76.0,75.0,77.0,80.0,,,,,,,4,3,Midfielder,80,Gold
73.0,76.0,76.0,81.0,43.0,50.0,,,,,,,5,4,Attacker,80,Gold
74.0,43.0,74.0,75.0,74.0,81.0,,,,,,,2,3,Defender,80,Gold
76.0,69.0,78.0,85.0,55.0,65.0,,,,,,,3,4,Midfielder,80,Gold
73.0,66.0,81.0,80.0,77.0,69.0,,,,,,,3,3,Defender,80,Gold
83.0,42.0,69.0,72.0,80.0,77.0,,,,,,,3,3,Defender,80,Gold
83.0,75.0,76.0,82.0,48.0,71.0,,,,,,,4,3,Midfielder,80,Gold
78.0,67.0,79.0,82.0,74.0,72.0,,,,,,,3,3,Midfielder,80,Gold
70.0,44.0,64.0,70.0,82.0,73.0,,,,,,,3,2,Defender,80,Gold
87.0,51.0,74.0,75.0,73.0,75.0,,,,,,,2,3,Defender,80,Gold
44.0,68.0,76.0,73.0,80.0,77.0,,,,,,,3,3,Midfielder,80,Gold
72.0,76.0,79.0,85.0,37.0,67.0,,,,,,,5,5,Attacker,80,Gold
67.0,61.0,72.0,74.0,80.0,68.0,,,,,,,3,3,Defender,80,Gold
78.0,37.0,66.0,66.0,80.0,80.0,,,,,,,4,2,Defender,80,Gold
73.0,68.0,77.0,87.0,73.0,79.0,,,,,,,2,4,Midfielder,80,Gold
65.0,49.0,66.0,70.0,81.0,77.0,,,,,,,3,3,Defender,80,Gold
70.0,76.0,78.0,81.0,77.0,78.0,,,,,,,3,3,Midfielder,80,Gold
68.0,81.0,68.0,73.0,32.0,82.0,,,,,,,3,3,Attacker,80,Gold
52.0,58.0,71.0,71.0,78.0,76.0,,,,,,,3,3,Midfielder,80,Gold
65.0,68.0,77.0,80.0,78.0,75.0,,,,,,,3,4,Midfielder,80,Gold
74.0,77.0,79.0,80.0,48.0,61.0,,,,,,,4,3,Midfielder,80,Gold
71.0,70.0,65.0,61.0,81.0,82.0,,,,,,,3,2,Defender,80,Gold
75.0,49.0,72.0,71.0,80.0,79.0,,,,,,,3,2,Defender,80,Gold
75.0,70.0,71.0,72.0,79.0,77.0,,,,,,,3,3,Defender,80,Gold
84.0,80.0,70.0,80.0,48.0,77.0,,,,,,,2,3,Attacker,80,Gold
55.0,78.0,70.0,69.0,50.0,76.0,,,,,,,5,2,Attacker,80,Gold
72.0,68.0,74.0,72.0,81.0,78.0,,,,,,,4,2,Defender,80,Gold
84.0,51.0,66.0,71.0,82.0,77.0,,,,,,,3,2,Defender,80,Gold
75.0,81.0,68.0,80.0,29.0,74.0,,,,,,,5,3,Attacker,80,Gold
75.0,81.0,68.0,80.0,29.0,74.0,,,,,,,5,3,Attacker,80,Gold
57.0,60.0,69.0,70.0,78.0,82.0,,,,,,,3,3,Midfielder,80,Gold
81.0,73.0,78.0,80.0,58.0,69.0,,,,,,,4,4,Attacker,80,Gold
94.0,76.0,73.0,82.0,33.0,64.0,,,,,,,4,4,Midfielder,80,Gold
59.0,82.0,78.0,79.0,59.0,72.0,,,,,,,4,4,Midfielder,80,Gold
67.0,51.0,61.0,56.0,80.0,84.0,,,,,,,3,2,Defender,80,Gold
65.0,74.0,80.0,84.0,64.0,70.0,,,,,,,4,4,Midfielder,80,Gold
75.0,76.0,80.0,82.0,55.0,63.0,,,,,,,5,4,Midfielder,80,Gold
57.0,32.0,61.0,56.0,82.0,75.0,,,,,,,4,2,Defender,80,Gold
68.0,36.0,69.0,72.0,82.0,77.0,,,,,,,4,3,Defender,80,Gold
69.0,79.0,83.0,80.0,44.0,57.0,,,,,,,3,4,Midfielder,80,Gold
69.0,69.0,80.0,83.0,64.0,67.0,,,,,,,4,4,Midfielder,80,Gold
69.0,69.0,80.0,83.0,64.0,67.0,,,,,,,4,4,Midfielder,80,Gold
88.0,65.0,74.0,80.0,76.0,76.0,,,,,,,3,3,Defender,80,Gold
59.0,45.0,67.0,64.0,81.0,79.0,,,,,,,4,2,Defender,80,Gold
58.0,70.0,82.0,78.0,77.0,77.0,,,,,,,4,3,Midfielder,80,Gold
76.0,74.0,80.0,84.0,46.0,61.0,,,,,,,3,4,Attacker,80,Gold
71.0,56.0,64.0,62.0,81.0,80.0,,,,,,,3,2,Defender,80,Gold
52.0,71.0,78.0,78.0,77.0,69.0,,,,,,,3,3,Midfielder,80,Gold
80.0,82.0,77.0,81.0,46.0,86.0,,,,,,,3,4,Attacker,80,Gold
93.0,75.0,71.0,81.0,41.0,64.0,,,,,,,3,4,Attacker,80,Gold
78.0,75.0,78.0,82.0,56.0,64.0,,,,,,,5,4,Midfielder,80,Gold
87.0,51.0,70.0,77.0,76.0,65.0,,,,,,,2,3,Defender,80,Gold
68.0,76.0,72.0,72.0,76.0,81.0,,,,,,,3,3,Midfielder,80,Gold
52.0,65.0,80.0,69.0,70.0,80.0,,,,,,,3,3,Midfielder,80,Gold
79.0,76.0,77.0,82.0,46.0,75.0,,,,,,,3,4,Midfielder,80,Gold
79.0,76.0,77.0,82.0,46.0,75.0,,,,,,,3,4,Midfielder,80,Gold
72.0,77.0,82.0,82.0,72.0,67.0,,,,,,,3,4,Midfielder,80,Gold
94.0,71.0,72.0,85.0,51.0,61.0,,,,,,,3,5,Midfielder,80,Gold
71.0,67.0,76.0,80.0,79.0,81.0,,,,,,,3,3,Midfielder,80,Gold
80.0,75.0,80.0,83.0,60.0,65.0,,,,,,,3,5,Midfielder,80,Gold
64.0,80.0,69.0,77.0,43.0,69.0,,,,,,,4,3,Attacker,80,Gold
64.0,85.0,75.0,80.0,30.0,63.0,,,,,,,4,4,Attacker,80,Gold
72.0,63.0,75.0,72.0,79.0,71.0,,,,,,,2,3,Defender,80,Gold
75.0,78.0,80.0,82.0,54.0,72.0,,,,,,,2,4,Midfielder,80,Gold
78.0,50.0,66.0,71.0,81.0,81.0,,,,,,,2,2,Defender,80,Gold
78.0,80.0,79.0,82.0,36.0,68.0,,,,,,,3,4,Midfielder,80,Gold
83.0,77.0,71.0,84.0,53.0,77.0,,,,,,,5,4,Attacker,80,Gold
73.0,79.0,65.0,74.0,48.0,86.0,,,,,,,4,2,Attacker,80,Gold
88.0,75.0,75.0,85.0,30.0,65.0,,,,,,,4,4,Midfielder,80,Gold
88.0,75.0,75.0,85.0,30.0,65.0,,,,,,,4,4,Midfielder,80,Gold
86.0,73.0,73.0,85.0,36.0,65.0,,,,,,,3,5,Attacker,80,Gold
60.0,65.0,74.0,71.0,79.0,78.0,,,,,,,3,3,Defender,80,Gold
76.0,81.0,67.0,78.0,32.0,69.0,,,,,,,4,3,Attacker,80,Gold
61.0,39.0,55.0,64.0,84.0,72.0,,,,,,,3,2,Defender,80,Gold
61.0,39.0,55.0,64.0,84.0,72.0,,,,,,,3,2,Defender,80,Gold
61.0,39.0,55.0,64.0,84.0,72.0,,,,,,,3,2,Defender,80,Gold
75.0,77.0,80.0,77.0,77.0,76.0,,,,,,,3,3,Defender,80,Gold
69.0,70.0,79.0,83.0,69.0,70.0,,,,,,,3,4,Midfielder,80,Gold
75.0,69.0,74.0,75.0,78.0,79.0,,,,,,,3,3,Defender,80,Gold
72.0,77.0,78.0,78.0,76.0,77.0,,,,,,,3,3,Midfielder,80,Gold
78.0,74.0,80.0,84.0,69.0,65.0,,,,,,,3,4,Midfielder,80,Gold
90.0,80.0,72.0,77.0,36.0,77.0,,,,,,,3,4,Attacker,80,Gold
63.0,73.0,82.0,80.0,70.0,72.0,,,,,,,3,4,Midfielder,80,Gold
69.0,46.0,60.0,67.0,80.0,80.0,,,,,,,4,2,Defender,80,Gold
68.0,64.0,74.0,75.0,79.0,84.0,,,,,,,3,3,Midfielder,80,Gold
73.0,58.0,75.0,75.0,78.0,74.0,,,,,,,3,3,Defender,80,Gold
72.0,61.0,72.0,74.0,80.0,74.0,,,,,,,3,3,Defender,80,Gold
67.0,82.0,67.0,76.0,36.0,74.0,,,,,,,3,3,Attacker,80,Gold
74.0,82.0,78.0,86.0,30.0,57.0,,,,,,,2,4,Midfielder,80,Gold
73.0,66.0,80.0,80.0,75.0,72.0,,,,,,,3,4,Defender,80,Gold
76.0,81.0,57.0,77.0,41.0,81.0,,,,,,,5,3,Attacker,80,Gold
66.0,63.0,76.0,75.0,80.0,81.0,,,,,,,3,3,Defender,80,Gold
93.0,70.0,72.0,87.0,25.0,63.0,,,,,,,4,5,Midfielder,80,Gold
79.0,78.0,77.0,84.0,44.0,70.0,,,,,,,3,4,Attacker,80,Gold
73.0,83.0,77.0,79.0,39.0,74.0,,,,,,,3,4,Attacker,80,Gold
78.0,75.0,78.0,83.0,30.0,58.0,,,,,,,4,4,Attacker,80,Gold
78.0,75.0,80.0,84.0,37.0,61.0,,,,,,,4,4,Midfielder,80,Gold
65.0,67.0,76.0,72.0,75.0,80.0,,,,,,,3,3,Midfielder,79,Gold
69.0,34.0,67.0,66.0,78.0,76.0,,,,,,,3,2,Defender,79,Gold
91.0,70.0,72.0,81.0,72.0,72.0,,,,,,,5,4,Defender,79,Gold
65.0,62.0,74.0,74.0,75.0,77.0,,,,,,,3,3,Midfielder,79,Gold
49.0,36.0,52.0,55.0,81.0,80.0,,,,,,,3,2,Defender,79,Gold
78.0,75.0,77.0,80.0,73.0,71.0,,,,,,,3,3,Midfielder,79,Gold
77.0,76.0,76.0,79.0,41.0,74.0,,,,,,,4,3,Midfielder,79,Gold
75.0,80.0,57.0,75.0,41.0,83.0,,,,,,,3,3,Attacker,79,Gold
75.0,80.0,57.0,75.0,41.0,83.0,,,,,,,3,3,Attacker,79,Gold
87.0,79.0,63.0,73.0,39.0,79.0,,,,,,,4,3,Attacker,79,Gold
54.0,49.0,65.0,68.0,80.0,78.0,,,,,,,3,3,Defender,79,Gold
82.0,70.0,76.0,80.0,69.0,67.0,,,,,,,3,4,Midfielder,79,Gold
64.0,48.0,68.0,75.0,77.0,84.0,,,,,,,3,3,Midfielder,79,Gold
64.0,48.0,68.0,75.0,77.0,84.0,,,,,,,3,3,Midfielder,79,Gold
67.0,61.0,71.0,69.0,79.0,79.0,,,,,,,3,3,Midfielder,79,Gold
34.0,55.0,71.0,68.0,77.0,86.0,,,,,,,3,2,Midfielder,79,Gold
86.0,77.0,76.0,78.0,46.0,64.0,,,,,,,3,5,Attacker,79,Gold
86.0,77.0,76.0,78.0,46.0,64.0,,,,,,,3,5,Attacker,79,Gold
67.0,53.0,52.0,60.0,78.0,81.0,,,,,,,2,2,Defender,79,Gold
67.0,53.0,52.0,60.0,78.0,81.0,,,,,,,2,2,Defender,79,Gold
84.0,71.0,74.0,82.0,34.0,68.0,,,,,,,3,4,Midfielder,79,Gold
69.0,57.0,63.0,65.0,77.0,82.0,,,,,,,2,2,Defender,79,Gold
70.0,65.0,73.0,76.0,79.0,70.0,,,,,,,3,3,Defender,79,Gold
68.0,71.0,75.0,76.0,76.0,84.0,,,,,,,3,3,Midfielder,79,Gold
68.0,49.0,74.0,74.0,76.0,85.0,,,,,,,3,3,Midfielder,79,Gold
81.0,73.0,78.0,81.0,43.0,52.0,,,,,,,2,4,Midfielder,79,Gold
60.0,49.0,64.0,63.0,80.0,81.0,,,,,,,3,2,Defender,79,Gold
88.0,72.0,76.0,82.0,46.0,60.0,,,,,,,4,3,Midfielder,79,Gold
70.0,79.0,81.0,78.0,66.0,79.0,,,,,,,4,4,Midfielder,79,Gold
78.0,76.0,79.0,79.0,38.0,57.0,,,,,,,2,4,Midfielder,79,Gold
87.0,75.0,70.0,83.0,32.0,57.0,,,,,,,3,4,Attacker,79,Gold
72.0,58.0,79.0,81.0,73.0,73.0,,,,,,,4,4,Midfielder,79,Gold
78.0,77.0,76.0,81.0,42.0,58.0,,,,,,,3,3,Attacker,79,Gold
69.0,57.0,71.0,74.0,77.0,80.0,,,,,,,3,3,Defender,79,Gold
69.0,76.0,79.0,83.0,68.0,61.0,,,,,,,4,4,Midfielder,79,Gold
74.0,46.0,74.0,78.0,74.0,65.0,,,,,,,3,3,Defender,79,Gold
69.0,76.0,79.0,83.0,68.0,61.0,,,,,,,4,4,Midfielder,79,Gold
74.0,72.0,81.0,84.0,24.0,60.0,,,,,,,4,4,Midfielder,79,Gold
65.0,73.0,78.0,83.0,50.0,64.0,,,,,,,5,4,Midfielder,79,Gold
81.0,67.0,78.0,75.0,71.0,72.0,,,,,,,3,3,Defender,79,Gold
75.0,70.0,76.0,81.0,56.0,55.0,,,,,,,3,4,Midfielder,79,Gold
68.0,67.0,73.0,76.0,74.0,77.0,,,,,,,3,3,Midfielder,79,Gold
83.0,32.0,66.0,72.0,74.0,75.0,,,,,,,3,2,Defender,79,Gold
59.0,77.0,87.0,78.0,45.0,58.0,,,,,,,3,4,Midfielder,79,Gold
67.0,78.0,64.0,75.0,45.0,81.0,,,,,,,4,3,Attacker,79,Gold
67.0,78.0,64.0,75.0,45.0,81.0,,,,,,,4,3,Attacker,79,Gold
68.0,76.0,78.0,79.0,70.0,67.0,,,,,,,3,4,Midfielder,79,Gold
63.0,61.0,72.0,77.0,75.0,73.0,,,,,,,5,3,Midfielder,79,Gold
39.0,79.0,70.0,71.0,42.0,77.0,,,,,,,3,3,Attacker,79,Gold
78.0,52.0,71.0,76.0,75.0,65.0,,,,,,,3,3,Defender,79,Gold
79.0,75.0,77.0,79.0,53.0,77.0,,,,,,,3,4,Midfielder,79,Gold
54.0,57.0,61.0,59.0,80.0,78.0,,,,,,,3,2,Defender,79,Gold
54.0,57.0,61.0,59.0,80.0,78.0,,,,,,,3,2,Defender,79,Gold
60.0,68.0,75.0,71.0,77.0,78.0,,,,,,,3,3,Midfielder,79,Gold
63.0,70.0,78.0,71.0,75.0,84.0,,,,,,,2,3,Midfielder,79,Gold
74.0,53.0,70.0,72.0,81.0,76.0,,,,,,,3,2,Defender,79,Gold
80.0,78.0,75.0,82.0,35.0,66.0,,,,,,,3,4,Attacker,79,Gold
70.0,78.0,66.0,79.0,32.0,69.0,,,,,,,4,4,Attacker,79,Gold
78.0,63.0,77.0,78.0,77.0,89.0,,,,,,,3,3,Midfielder,79,Gold
89.0,79.0,62.0,65.0,41.0,90.0,,,,,,,3,3,Attacker,79,Gold
73.0,75.0,79.0,78.0,72.0,78.0,,,,,,,4,4,Midfielder,79,Gold
73.0,75.0,79.0,78.0,72.0,78.0,,,,,,,4,4,Midfielder,79,Gold
86.0,78.0,75.0,83.0,58.0,68.0,,,,,,,4,4,Attacker,79,Gold
88.0,79.0,74.0,83.0,46.0,65.0,,,,,,,4,4,Attacker,79,Gold
66.0,80.0,78.0,77.0,73.0,73.0,,,,,,,2,3,Midfielder,79,Gold
72.0,76.0,80.0,80.0,34.0,47.0,,,,,,,4,3,Midfielder,79,Gold
69.0,80.0,61.0,76.0,31.0,76.0,,,,,,,3,3,Attacker,79,Gold
82.0,49.0,72.0,79.0,73.0,67.0,,,,,,,3,3,Defender,79,Gold
57.0,76.0,75.0,75.0,79.0,73.0,,,,,,,4,3,Midfielder,79,Gold
54.0,67.0,76.0,68.0,77.0,82.0,,,,,,,2,2,Midfielder,79,Gold
88.0,79.0,69.0,83.0,27.0,66.0,,,,,,,4,4,Attacker,79,Gold
77.0,82.0,75.0,77.0,32.0,69.0,,,,,,,4,4,Attacker,79,Gold
75.0,71.0,81.0,77.0,72.0,69.0,,,,,,,3,3,Midfielder,79,Gold
72.0,61.0,75.0,75.0,76.0,73.0,,,,,,,4,3,Defender,79,Gold
68.0,70.0,80.0,78.0,75.0,79.0,,,,,,,4,4,Midfielder,79,Gold
55.0,43.0,63.0,65.0,80.0,74.0,,,,,,,3,2,Defender,79,Gold
89.0,51.0,69.0,73.0,74.0,81.0,,,,,,,3,3,Defender,79,Gold
86.0,79.0,74.0,76.0,43.0,67.0,,,,,,,4,3,Attacker,79,Gold
79.0,63.0,76.0,76.0,73.0,76.0,,,,,,,3,3,Defender,79,Gold
79.0,63.0,76.0,76.0,73.0,76.0,,,,,,,3,3,Defender,79,Gold
73.0,81.0,69.0,77.0,29.0,67.0,,,,,,,4,3,Attacker,79,Gold
79.0,80.0,57.0,77.0,27.0,68.0,,,,,,,4,3,Attacker,79,Gold
83.0,64.0,71.0,73.0,75.0,76.0,,,,,,,3,3,Defender,79,Gold
59.0,48.0,75.0,76.0,77.0,66.0,,,,,,,3,3,Midfielder,79,Gold
77.0,34.0,57.0,70.0,81.0,73.0,,,,,,,3,2,Defender,79,Gold
58.0,72.0,82.0,82.0,36.0,44.0,,,,,,,3,4,Midfielder,79,Gold
71.0,76.0,81.0,83.0,39.0,51.0,,,,,,,2,4,Midfielder,79,Gold
63.0,74.0,81.0,79.0,74.0,73.0,,,,,,,3,3,Midfielder,79,Gold
66.0,27.0,57.0,58.0,80.0,81.0,,,,,,,4,2,Defender,79,Gold
89.0,70.0,73.0,83.0,33.0,60.0,,,,,,,3,4,Midfielder,79,Gold
72.0,78.0,75.0,78.0,40.0,66.0,,,,,,,4,4,Attacker,79,Gold
65.0,75.0,79.0,77.0,67.0,75.0,,,,,,,4,4,Midfielder,79,Gold
61.0,53.0,72.0,69.0,79.0,72.0,,,,,,,3,2,Midfielder,79,Gold
75.0,61.0,72.0,73.0,78.0,70.0,,,,,,,3,3,Defender,79,Gold
75.0,42.0,63.0,69.0,79.0,80.0,,,,,,,3,2,Defender,79,Gold
60.0,72.0,85.0,77.0,66.0,67.0,,,,,,,3,3,Midfielder,79,Gold
37.0,70.0,75.0,70.0,77.0,80.0,,,,,,,4,3,Midfielder,79,Gold
75.0,78.0,80.0,79.0,59.0,68.0,,,,,,,4,4,Attacker,79,Gold
83.0,72.0,75.0,80.0,45.0,57.0,,,,,,,4,3,Attacker,79,Gold
71.0,58.0,78.0,82.0,72.0,68.0,,,,,,,3,3,Midfielder,79,Gold
82.0,54.0,72.0,76.0,73.0,76.0,,,,,,,3,3,Defender,79,Gold
65.0,75.0,82.0,83.0,59.0,57.0,,,,,,,4,4,Attacker,79,Gold
55.0,78.0,82.0,78.0,60.0,67.0,,,,,,,4,3,Midfielder,79,Gold
69.0,74.0,75.0,77.0,79.0,88.0,,,,,,,2,4,Midfielder,79,Gold
69.0,74.0,75.0,77.0,79.0,88.0,,,,,,,2,4,Midfielder,79,Gold
63.0,74.0,77.0,79.0,77.0,83.0,,,,,,,5,3,Midfielder,79,Gold
83.0,79.0,61.0,77.0,30.0,66.0,,,,,,,4,3,Attacker,79,Gold
67.0,69.0,76.0,81.0,64.0,67.0,,,,,,,4,3,Midfielder,79,Gold
75.0,67.0,77.0,73.0,75.0,76.0,,,,,,,3,4,Midfielder,79,Gold
72.0,64.0,76.0,77.0,77.0,71.0,,,,,,,4,3,Defender,79,Gold
73.0,75.0,78.0,80.0,40.0,44.0,,,,,,,4,4,Midfielder,79,Gold
82.0,81.0,65.0,78.0,48.0,83.0,,,,,,,5,3,Attacker,79,Gold
74.0,42.0,58.0,63.0,79.0,79.0,,,,,,,3,3,Defender,79,Gold
76.0,81.0,78.0,82.0,63.0,58.0,,,,,,,4,4,Midfielder,79,Gold
70.0,71.0,81.0,81.0,32.0,61.0,,,,,,,4,4,Midfielder,79,Gold
81.0,63.0,70.0,78.0,75.0,64.0,,,,,,,2,3,Defender,79,Gold
87.0,78.0,75.0,80.0,29.0,67.0,,,,,,,4,4,Attacker,79,Gold
83.0,76.0,63.0,75.0,38.0,80.0,,,,,,,3,3,Attacker,79,Gold
57.0,77.0,80.0,81.0,45.0,66.0,,,,,,,4,3,Midfielder,79,Gold
74.0,71.0,77.0,85.0,42.0,54.0,,,,,,,4,4,Midfielder,79,Gold
74.0,71.0,77.0,85.0,42.0,54.0,,,,,,,4,4,Midfielder,79,Gold
79.0,60.0,66.0,71.0,76.0,89.0,,,,,,,3,2,Defender,79,Gold
65.0,44.0,65.0,69.0,78.0,78.0,,,,,,,3,2,Midfielder,79,Gold
77.0,40.0,61.0,67.0,79.0,81.0,,,,,,,3,2,Defender,79,Gold
77.0,80.0,67.0,76.0,38.0,75.0,,,,,,,5,3,Attacker,79,Gold
75.0,61.0,72.0,77.0,77.0,72.0,,,,,,,3,3,Defender,79,Gold
69.0,70.0,74.0,74.0,78.0,74.0,,,,,,,4,3,Defender,79,Gold
68.0,76.0,77.0,82.0,50.0,62.0,,,,,,,4,4,Midfielder,79,Gold
48.0,69.0,73.0,75.0,79.0,83.0,,,,,,,3,3,Midfielder,79,Gold
59.0,34.0,61.0,52.0,81.0,81.0,,,,,,,3,2,Defender,79,Gold
91.0,76.0,75.0,78.0,49.0,74.0,,,,,,,3,4,Attacker,79,Gold
67.0,81.0,70.0,73.0,48.0,82.0,,,,,,,3,4,Attacker,79,Gold
69.0,54.0,75.0,75.0,78.0,68.0,,,,,,,3,3,Defender,79,Gold
47.0,58.0,75.0,67.0,79.0,75.0,,,,,,,3,2,Defender,79,Gold
68.0,47.0,58.0,59.0,81.0,81.0,,,,,,,3,2,Defender,79,Gold
68.0,47.0,58.0,59.0,81.0,81.0,,,,,,,3,2,Defender,79,Gold
79.0,74.0,79.0,78.0,62.0,70.0,,,,,,,4,3,Midfielder,79,Gold
69.0,46.0,71.0,72.0,77.0,74.0,,,,,,,3,3,Midfielder,79,Gold
66.0,78.0,64.0,74.0,35.0,80.0,,,,,,,3,3,Attacker,79,Gold
62.0,42.0,59.0,63.0,80.0,79.0,,,,,,,3,2,Defender,79,Gold
60.0,64.0,73.0,76.0,75.0,74.0,,,,,,,2,3,Midfielder,79,Gold
78.0,75.0,71.0,82.0,58.0,66.0,,,,,,,4,4,Attacker,79,Gold
65.0,33.0,48.0,65.0,82.0,74.0,,,,,,,4,2,Defender,79,Gold
72.0,69.0,77.0,76.0,76.0,70.0,,,,,,,3,4,Defender,79,Gold
88.0,80.0,70.0,79.0,39.0,80.0,,,,,,,4,4,Attacker,79,Gold
73.0,82.0,62.0,78.0,34.0,67.0,,,,,,,3,3,Attacker,79,Gold
84.0,80.0,70.0,75.0,33.0,81.0,,,,,,,3,3,Attacker,79,Gold
66.0,31.0,63.0,68.0,82.0,72.0,,,,,,,3,2,Defender,79,Gold
71.0,79.0,64.0,79.0,43.0,75.0,,,,,,,3,4,Attacker,79,Gold
60.0,69.0,78.0,77.0,70.0,76.0,,,,,,,4,4,Midfielder,79,Gold
87.0,74.0,72.0,82.0,37.0,68.0,,,,,,,4,4,Midfielder,79,Gold
66.0,72.0,77.0,79.0,79.0,74.0,,,,,,,4,3,Midfielder,79,Gold
68.0,33.0,57.0,58.0,80.0,79.0,,,,,,,3,2,Defender,79,Gold
75.0,70.0,78.0,80.0,31.0,62.0,,,,,,,2,3,Midfielder,79,Gold
80.0,72.0,79.0,83.0,67.0,68.0,,,,,,,4,4,Midfielder,79,Gold
82.0,80.0,65.0,78.0,28.0,69.0,,,,,,,5,4,Attacker,79,Gold
93.0,76.0,73.0,81.0,40.0,72.0,,,,,,,4,4,Attacker,79,Gold
80.0,74.0,78.0,83.0,67.0,73.0,,,,,,,4,4,Midfielder,79,Gold
67.0,46.0,74.0,71.0,80.0,75.0,,,,,,,3,2,Defender,79,Gold
83.0,80.0,73.0,79.0,48.0,78.0,,,,,,,4,4,Attacker,79,Gold
96.0,66.0,68.0,86.0,38.0,80.0,,,,,,,2,4,Attacker,79,Gold
76.0,80.0,69.0,75.0,30.0,75.0,,,,,,,3,3,Attacker,79,Gold
56.0,50.0,64.0,60.0,79.0,76.0,,,,,,,2,2,Defender,78,Gold
81.0,71.0,67.0,74.0,56.0,81.0,,,,,,,3,3,Attacker,78,Gold
76.0,77.0,54.0,76.0,34.0,76.0,,,,,,,4,3,Attacker,78,Gold
71.0,81.0,67.0,77.0,37.0,70.0,,,,,,,4,3,Attacker,78,Gold
73.0,73.0,78.0,82.0,57.0,71.0,,,,,,,4,4,Midfielder,78,Gold
51.0,54.0,59.0,60.0,79.0,80.0,,,,,,,3,2,Defender,78,Gold
85.0,73.0,70.0,78.0,36.0,67.0,,,,,,,4,3,Attacker,78,Gold
81.0,58.0,72.0,74.0,73.0,81.0,,,,,,,3,3,Defender,78,Gold
81.0,58.0,72.0,74.0,73.0,81.0,,,,,,,3,3,Defender,78,Gold
70.0,74.0,77.0,80.0,41.0,62.0,,,,,,,2,4,Midfielder,78,Gold
76.0,69.0,74.0,80.0,73.0,70.0,,,,,,,4,4,Midfielder,78,Gold
76.0,69.0,74.0,80.0,73.0,70.0,,,,,,,4,4,Midfielder,78,Gold
72.0,56.0,68.0,68.0,74.0,76.0,,,,,,,3,3,Defender,78,Gold
69.0,22.0,47.0,51.0,78.0,75.0,,,,,,,2,2,Defender,78,Gold
79.0,73.0,71.0,83.0,37.0,69.0,,,,,,,3,4,Attacker,78,Gold
66.0,69.0,77.0,71.0,76.0,76.0,,,,,,,2,3,Midfielder,78,Gold
